DATE,GOLD,WHEAT,NIKKEI,COPPER
09/01/2014,1443.9,963.75,12583,3.31599999999999
10/01/2014,1462.8,950.5,12468,3.33049999999999
13/01/2014,1470.6,956.75,12468,3.35849999999999
14/01/2014,1459.1,953.5,11978,3.36049999999999
15/01/2014,1456.6,949.25,12328,3.37499999999999
16/01/2014,1458.2,949.5,12278,3.37049999999999
17/01/2014,1469.7,944.5,12303,3.37049999999999
20/01/2014,1469.7,944.5,12303,3.37049999999999
21/01/2014,1457.2,943.5,12348,3.36049999999999
22/01/2014,1452.2,941.75,12383,3.36049999999999
23/01/2014,1478.9,945.5,12258,3.30099999999999
24/01/2014,1484.5,944.75,11993,3.31049999999999
27/01/2014,1470.5,942.5,11503,3.29049999999999
28/01/2014,1470.6,943.5,11538,3.27299999999999
29/01/2014,1486.1,942.75,11923,3.25949999999999
30/01/2014,1458.4,927.75,11563,3.26049999999999
31/01/2014,1460.9,928.5,11408,3.24049999999999
03/02/2014,1474.2,935.75,11113,3.19649999999999
04/02/2014,1470.7,935.25,10498,3.21549999999999
05/02/2014,1473.8,960.25,10728,3.21349999999999
06/02/2014,1473.1,959.75,10708,3.24399999999999
07/02/2014,1483.2,950.75,11043,3.26499999999999
10/02/2014,1490.8,957,11293,3.23949999999999
11/02/2014,1506.1,959.5,11293,3.24949999999999
12/02/2014,1506.8,961,11333,3.26049999999999
13/02/2014,1518.1,964.75,11063,3.27049999999999
14/02/2014,1535,967,10893,3.27049999999999
17/02/2014,1535,967,10893,3.27049999999999
18/02/2014,1538,977.5,11403,3.30349999999999
19/02/2014,1526.3,978.25,11333,3.29999999999999
20/02/2014,1540.2,984.25,10983,3.28049999999999
21/02/2014,1540,976.5,11393,3.30049999999999
24/02/2014,1554.3,988,11403,3.28549999999999
25/02/2014,1556.8,990,11563,3.27049999999999
26/02/2014,1545.3,978,11563,3.28049999999999
27/02/2014,1547,962.25,11523,3.25249999999999
28/02/2014,1540,975,11423,3.26049999999999
03/03/2014,1568.3,997.5,11193,3.24349999999999
04/03/2014,1551.3,992.75,11403,3.284
05/03/2014,1553.8,1005.75,11443,3.27649999999999
06/03/2014,1566.7,1007.25,11683,3.276
07/03/2014,1555.5,1016,11853,3.15649999999999
10/03/2014,1556.3,1009.75,11723,3.11849999999999
11/03/2014,1563.7,1029,11773,3.01999999999999
12/03/2014,1583.8,1052.5,11383,3.026
13/03/2014,1588.1,1056.25,11318,2.992
14/03/2014,1597.8,1041,10848,2.99599999999999
17/03/2014,1582.6,1041.25,10908,3.02299999999999
18/03/2014,1571.9,1041.5,10978,3.02249999999999
19/03/2014,1545.6,1053.25,11048,3.006
20/03/2014,1543.9,1069.25,10788,3.00449999999999
21/03/2014,1550.1,1065.5,10788,3.006
24/03/2014,1526.3,1058.75,11038,3.01599999999999
25/03/2014,1528.4,1074.75,10918,3.06649999999999
26/03/2014,1518.1,1074.25,11013,3.037
27/03/2014,1509.4,1078.5,11278,3.066
28/03/2014,1509.2,1068.75,11338,3.08599999999999
31/03/2014,1500.2,1059.25,11478,3.10599999999999
01/04/2014,1496.3,1059.25,11398,3.10749999999999
02/04/2014,1507.6,1053.25,11608,3.11599999999999
03/04/2014,1502.9,1040.75,11723,3.09599999999999
04/04/2014,1502.9,1046,11723,3.09299999999999
07/04/2014,1514.3,1052.25,11453,3.10649999999999
08/04/2014,1514.3,1051.75,11228,3.11499999999999
09/04/2014,1514.3,1061.25,11018,3.10749999999999
10/04/2014,1535.4,1045,10928,3.1045
11/04/2014,1535.1,1038,10668,3.10399999999999
14/04/2014,1542.6,1048.75,10558,3.11599999999999
15/04/2014,1519.4,1076.5,10643,3.0645
16/04/2014,1519.4,1062.75,11033,3.066
17/04/2014,1511.6,1066,10993,3.09599999999999
18/04/2014,1511.6,1066,10993,3.09599999999999
21/04/2014,1505.4,1044.5,11138,3.10599999999999
22/04/2014,1499.6,1045.5,10958,3.08599999999999
23/04/2014,1501.3,1050,11158,3.11599999999999
24/04/2014,1507.7,1066.25,11038,3.162
25/04/2014,1517.4,1066.25,11068,3.16849999999999
28/04/2014,1517.4,1079.5,10923,3.17599999999999
29/04/2014,1517.4,1074.5,10923,3.15149999999999
30/04/2014,1506.6,1089,10833,3.09849999999999
01/05/2014,1501.9,1076.75,11098,3.10099999999999
02/05/2014,1515.1,1083.5,11093,3.142
05/05/2014,1526.4,1098,11093,3.12899999999999
06/05/2014,1524.4,1099.25,11093,3.13599999999999
07/05/2014,1506.6,1104.25,10683,3.11199999999999
08/05/2014,1505.9,1101.5,10748,3.13799999999999
09/05/2014,1505,1091.75,10818,3.1615
12/05/2014,1513.1,1074.75,10778,3.22099999999999
13/05/2014,1510.7,1083,11038,3.21599999999999
14/05/2014,1522.8,1077,11018,3.22599999999999
15/05/2014,1512.1,1048.5,10908,3.236
16/05/2014,1509.8,1045,10738,3.22049999999999
19/05/2014,1510,1040.75,10638,3.256
20/05/2014,1511.5,1053.25,10668,3.24599999999999
21/05/2014,1508,1045,10648,3.20099999999999
22/05/2014,1511.4,1034.5,10918,3.21549999999999
23/05/2014,1509.6,1034.75,11028,3.24099999999999
26/05/2014,1509.6,1034.75,11028,3.24099999999999
27/05/2014,1509.6,1021.5,11218,3.24599999999999
28/05/2014,1475.1,1017,11288,3.256
29/05/2014,1472,1017.25,11298,3.2215
30/05/2014,1465.5,1007,11258,3.22599999999999
02/06/2014,1459.3,999.5,11548,3.22599999999999
03/06/2014,1462.3,999.75,11638,3.22599999999999
04/06/2014,1459.6,992,11648,3.1695
05/06/2014,1469.2,990.5,11668,3.16899999999999
06/06/2014,1468.9,981.25,11698,3.15599999999999
09/06/2014,1469.4,995.75,11738,3.10599999999999
10/06/2014,1477.3,994.25,11578,3.11599999999999
11/06/2014,1476.8,986.25,11658,3.13599999999999
12/06/2014,1489.7,974.75,11593,3.08699999999999
13/06/2014,1493,969.75,11753,3.1005
16/06/2014,1487.9,957.25,11533,3.12499999999999
17/06/2014,1486.3,957.75,11608,3.13599999999999
18/06/2014,1490.2,963,11733,3.14149999999999
19/06/2014,1534.7,966.75,11958,3.14999999999999
20/06/2014,1530.8,969,11993,3.1935
23/06/2014,1534.1,968.25,11973,3.2215
24/06/2014,1535.7,948.25,12013,3.222
25/06/2014,1535.8,949.25,11878,3.24049999999999
26/06/2014,1533,949.75,11933,3.2415
27/06/2014,1532.8,949.25,11728,3.23549999999999
30/06/2014,1546.1,943.25,11778,3.2295
01/07/2014,1543.2,941.75,11923,3.26599999999999
02/07/2014,1543.4,941.75,11998,3.256
03/07/2014,1536.5,944.75,11943,3.31599999999999
04/07/2014,1536.5,944.75,11943,3.31599999999999
07/07/2014,1536.3,928,11998,3.31399999999999
08/07/2014,1536.6,928.75,11948,3.32599999999999
09/07/2014,1544.8,921.25,11918,3.30999999999999
10/07/2014,1552.7,920.75,11868,3.30599999999999
11/07/2014,1554.7,916.25,11793,3.32599999999999
14/07/2014,1523,899,11938,3.31599999999999
15/07/2014,1510.4,903.5,12018,3.30549999999999
16/07/2014,1514.8,907.5,12003,3.30599999999999
17/07/2014,1536.7,919.75,11998,3.27299999999999
18/07/2014,1527.1,902,11833,3.24299999999999
21/07/2014,1529.4,900,11833,3.25549999999999
22/07/2014,1522.7,894.5,11958,3.26599999999999
23/07/2014,1521.7,899.5,11953,3.276
24/07/2014,1508.4,901.75,11923,3.296
25/07/2014,1523.2,905.25,12083,3.32599999999999
28/07/2014,1521,904.5,12133,3.29999999999999
29/07/2014,1521,890.25,12263,3.30599999999999
30/07/2014,1521,892.75,12253,3.26599999999999
31/07/2014,1521,893.25,12263,3.2865
01/08/2014,1521,900,12198,3.296
04/08/2014,1521,908.75,12078,3.26599999999999
05/08/2014,1521,911,11963,3.25649999999999
06/08/2014,1521.8,932,11768,3.22299999999999
07/08/2014,1526.8,928,11813,3.227
08/08/2014,1526.9,923.25,11383,3.23699999999999
11/08/2014,1524.4,907.5,11753,3.23249999999999
12/08/2014,1524.5,903.25,11773,3.22599999999999
13/08/2014,1527.2,891.5,11843,3.19599999999999
14/08/2014,1528,891.25,11913,3.16599999999999
15/08/2014,1520.2,897.75,11943,3.15599999999999
18/08/2014,1513.5,899.75,11953,3.15599999999999
19/08/2014,1511.1,896.5,12053,3.14499999999999
20/08/2014,1506.1,896.5,12043,3.22499999999999
21/08/2014,1491.9,895.5,12173,3.23399999999999
22/08/2014,1495.4,906.25,12173,3.25949999999999
25/08/2014,1490.8,909.75,12243,3.27399999999999
26/08/2014,1497.1,903,12153,3.23399999999999
27/08/2014,1497.7,907.25,12143,3.236
28/08/2014,1504.3,917,12093,3.23099999999999
29/08/2014,1502,909,12043,3.19599999999999
01/09/2014,1502,909,12043,3.19599999999999
02/09/2014,1480.1,901,12293,3.19599999999999
03/09/2014,1484.4,901.25,12323,3.19599999999999
04/09/2014,1477.6,875.75,12283,3.18649999999999
05/09/2014,1483.1,883.75,12313,3.20899999999999
08/09/2014,1469.7,879.5,12343,3.22299999999999
09/09/2014,1470.8,876.25,12373,3.17599999999999
10/09/2014,1464.8,865.5,12423,3.13599999999999
11/09/2014,1456.3,855,12538,3.10599999999999
12/09/2014,1444.8,854,12583,3.13599999999999
15/09/2014,1448.4,848.5,12583,3.11599999999999
16/09/2014,1449.8,848.75,12558,3.12599999999999
17/09/2014,1437.5,848.5,12513,3.16849999999999
18/09/2014,1439.6,841.75,12698,3.16599999999999
19/09/2014,1431.2,829,12928,3.12399999999999
22/09/2014,1429.7,828,12873,3.07599999999999
23/09/2014,1436.8,822.5,12873,3.07099999999999
24/09/2014,1431.5,820.5,12803,3.08999999999999
25/09/2014,1436.4,818.5,12988,3.08599999999999
26/09/2014,1431,816.25,12978,3.08599999999999
29/09/2014,1430.3,814,13018,3.08349999999999
30/09/2014,1422.9,822,12893,3.04599999999999
01/10/2014,1429.4,816.5,12813,3.06399999999999
02/10/2014,1427.9,828.75,12418,3.042
03/10/2014,1405.5,828.75,12468,3.03549999999999
06/10/2014,1420.8,831.5,12648,3.04599999999999
07/10/2014,1424.2,838.25,12533,3.07599999999999
08/10/2014,1436,849.5,12328,3.06899999999999
09/10/2014,1437.4,845.25,12203,3.06949999999999
10/10/2014,1436.9,838.25,12033,3.07199999999999
13/10/2014,1446.3,840,12033,3.08099999999999
14/10/2014,1447.3,849,11603,3.11249999999999
15/10/2014,1451.8,849.25,11773,3.11599999999999
16/10/2014,1453.5,847.75,11423,3.03599999999999
17/10/2014,1451.6,854.5,11243,3.03799999999999
20/10/2014,1460,849,11823,3.026
21/10/2014,1462.4,855.5,11483,3.01599999999999
22/10/2014,1455.4,857.75,11853,3.05599999999999
23/10/2014,1446.2,860.25,11843,3.05599999999999
24/10/2014,1444.6,855.5,12023,3.0725
27/10/2014,1441.5,853.25,12103,3.09749999999999
28/10/2014,1441.9,869.5,12028,3.10599999999999
29/10/2014,1424.6,875.75,12273,3.11849999999999
30/10/2014,1411.8,879.5,12368,3.09749999999999
31/10/2014,1385,868,13208,3.08299999999999
03/11/2014,1380.1,873.75,13208,3.07599999999999
04/11/2014,1380.5,866.5,13433,3.09599999999999
05/11/2014,1355.6,865,13688,3.026
06/11/2014,1356.3,861,13528,3.03599999999999
07/11/2014,1388.1,850,13643,3.0725
10/11/2014,1362.1,850.25,13493,3.0525
11/11/2014,1378.5,854.5,13793,3.07199999999999
12/11/2014,1373,851.5,13863,3.06349999999999
13/11/2014,1374.7,866,14123,3.06599999999999
14/11/2014,1403.7,882.75,14153,3.03599999999999
17/11/2014,1399.2,884.75,13743,3.07599999999999
18/11/2014,1409.9,870.25,14063,3.07599999999999
19/11/2014,1396,861.75,14073,3.04599999999999
20/11/2014,1407.9,871.5,14023,3.06599999999999
21/11/2014,1413.8,871.5,14083,3.074
24/11/2014,1410.7,869.5,14083,3.07599999999999
25/11/2014,1412.8,867.25,14133,3.05049999999999
26/11/2014,1410.3,878.75,14083,2.99599999999999
27/11/2014,1410.3,878.75,14083,2.99599999999999
28/11/2014,1380.5,893.75,14153,2.97349999999999
01/12/2014,1427.2,920.75,14273,2.85599999999999
02/12/2014,1412.7,912.75,14393,2.9435
03/12/2014,1425.3,909,14453,2.9435
04/12/2014,1421.1,899.75,14583,2.97349999999999
05/12/2014,1406,907.75,14643,2.97749999999999
08/12/2014,1419.7,907,14673,2.97349999999999
09/12/2014,1444.9,897.5,14493,2.9635
10/12/2014,1443,895.5,14173,2.96549999999999
11/12/2014,1440.3,909.5,13918,2.97349999999999
12/12/2014,1437,913.75,14083,3.001
15/12/2014,1406.1,912,13753,2.941
16/12/2014,1411.3,922,13458,2.93349999999999
17/12/2014,1404.3,950.75,13523,2.94799999999999
18/12/2014,1413,947.75,13953,2.93349999999999
19/12/2014,1410.3,939.25,14373,2.9435
22/12/2014,1387.1,932.25,14333,2.94849999999999
23/12/2014,1388.3,940.5,14333,2.937
24/12/2014,1389.9,924.5,14493,2.9215
25/12/2014,1389.9,924.5,14493,2.9215
26/12/2014,1389.9,920,14563,2.93349999999999
29/12/2014,1398.4,923.25,14423,2.889
30/12/2014,1413.2,921.75,14163,2.925
31/12/2014,1398.4,909.25,14163,2.93349999999999
01/01/2015,1398.4,909.25,14163,2.93349999999999
02/01/2015,1401.1,894,14163,2.91349999999999
05/01/2015,1419,899,14098,2.87349999999999
06/01/2015,1434,902,13608,2.85349999999999
07/01/2015,1427.3,891,13673,2.83349999999999
08/01/2015,1422,881,13963,2.84299999999999
09/01/2015,1435,876.5,13928,2.832
12/01/2015,1448.3,876.5,13928,2.7945
13/01/2015,1445.4,862.25,13803,2.67699999999999
14/01/2015,1442.7,851.5,13483,2.598
15/01/2015,1473.6,856.75,13878,2.64349999999999
16/01/2015,1490.6,849.25,13503,2.63349999999999
19/01/2015,1490.6,849.25,13503,2.63349999999999
20/01/2015,1507.6,850.25,14093,2.6615
21/01/2015,1508.3,856.25,13938,2.6795
22/01/2015,1518.4,847,14078,2.65199999999999
23/01/2015,1508.4,842.5,14233,2.57199999999999
26/01/2015,1494.8,835.25,14153,2.61449999999999
27/01/2015,1509.1,835.5,14423,2.53449999999999
28/01/2015,1499,824.5,14533,2.5435
29/01/2015,1471.5,823,14328,2.5325
30/01/2015,1499.5,820,14398,2.51349999999999
02/02/2015,1489.6,817.75,14248,2.57449999999999
03/02/2015,1475.4,829.75,14048,2.60349999999999
04/02/2015,1480.4,827,14388,2.64349999999999
05/02/2015,1482.7,837,14203,2.64349999999999
06/02/2015,1450,837.75,14378,2.66249999999999
09/02/2015,1455.2,839.75,14408,2.65399999999999
10/02/2015,1448.2,838,14358,2.62549999999999
11/02/2015,1433.7,834.25,14358,2.62349999999999
12/02/2015,1436.1,830.25,14588,2.62349999999999
13/02/2015,1442.7,839.25,14678,2.70349999999999
16/02/2015,1442.7,839.25,14678,2.70349999999999
17/02/2015,1422.7,843.75,14718,2.67699999999999
18/02/2015,1424.7,833.25,14898,2.6935
19/02/2015,1420.8,828.75,14978,2.68999999999999
20/02/2015,1414.9,831.75,15078,2.67749999999999
23/02/2015,1416.1,818.75,15178,2.66649999999999
24/02/2015,1414.9,817.5,15338,2.71849999999999
25/02/2015,1419.2,811.25,15348,2.7135
26/02/2015,1422.3,814.25,15518,2.792
27/02/2015,1425,812.5,15538,2.78849999999999
02/03/2015,1419.4,813.5,15578,2.8135
03/03/2015,1417.3,813.5,15538,2.756
04/03/2015,1413.1,819.5,15368,2.7645
05/03/2015,1412.2,801.75,15478,2.7565
06/03/2015,1378.9,797.25,15708,2.7435
09/03/2015,1380.3,805.75,15508,2.7335
10/03/2015,1374.5,807.75,15388,2.7265
11/03/2015,1367.1,811.25,15363,2.71199999999999
12/03/2015,1366.7,811.75,15713,2.7615
13/03/2015,1368.8,811.5,15988,2.7835
16/03/2015,1368.4,827.75,16038,2.769
17/03/2015,1361.9,830,16188,2.74249999999999
18/03/2015,1384.5,816,16278,2.7035
19/03/2015,1383.7,824.75,16228,2.7645
20/03/2015,1397,843.5,16288,2.7635
23/03/2015,1404.5,848.5,16488,2.86349999999999
24/03/2015,1407.7,841.75,16433,2.897
25/03/2015,1409.5,842.25,16438,2.8915
26/03/2015,1417.2,835.25,16083,2.911
27/03/2015,1412.1,822.25,16113,2.8935
30/03/2015,1399.8,843,16218,2.8735
31/03/2015,1397.2,838.5,16018,2.86349999999999
01/04/2015,1418.1,828.75,15908,2.8535
02/04/2015,1415.4,842.75,16148,2.86349999999999
03/04/2015,1415.4,842.75,16263,2.86349999999999
06/04/2015,1415.4,851,16178,2.9335
07/04/2015,1424.1,837.5,16468,2.8435
08/04/2015,1416.8,836.75,16608,2.8385
09/04/2015,1409,826.75,16718,2.8435
10/04/2015,1422.3,826.25,16816,2.8535
13/04/2015,1413.5,810.5,16796,2.8215
14/04/2015,1406.2,812,16771,2.8055
15/04/2015,1416.5,806,16731,2.8035
16/04/2015,1412.5,802.25,16741,2.8235
17/04/2015,1417.6,799,16556,2.89249999999999
20/04/2015,1409,809.25,16466,2.826
21/04/2015,1415.1,811,16816,2.8055
22/04/2015,1399.7,809.75,17021,2.8135
23/04/2015,1407.8,814.25,17036,2.7835
24/04/2015,1391.6,802.75,16896,2.8465
27/04/2015,1415.8,788,16861,2.8535
28/04/2015,1425.6,788.75,16891,2.89249999999999
29/04/2015,1417.3,799,16891,2.8735
30/04/2015,1395.9,790.5,16361,2.90349999999999
01/05/2015,1391.6,789.5,16391,3.03749999999999
04/05/2015,1402.4,787,16391,3.0155
05/05/2015,1406.2,783.5,16391,3.0135
06/05/2015,1405,781,16391,3.0335
07/05/2015,1395.7,784.75,16086,3.0235
08/05/2015,1401.5,787,16132,3.0335
11/05/2015,1396.5,792.25,16392,3.0135
12/05/2015,1406.8,790,16422,3.0135
13/05/2015,1428.5,792.5,16532,3.0345
14/05/2015,1435.7,823.5,16302,3.0265
15/05/2015,1438.6,818.75,16512,3.0335
18/05/2015,1438.9,830.5,16642,3.0335
19/05/2015,1421.8,829.25,16782,2.936
20/05/2015,1423.7,820,16982,2.93249999999999
21/05/2015,1419.6,828.25,16932,2.9535
22/05/2015,1418.8,823.5,17032,2.9535
25/05/2015,1418.8,823.5,17032,2.9535
26/05/2015,1401,802.25,17222,2.877
27/05/2015,1400.9,794.5,17232,2.8935
28/05/2015,1402.4,793.75,17322,2.8735
29/05/2015,1404.2,784.75,17312,2.88349999999999
01/06/2015,1403.2,800.25,17322,2.8175
02/06/2015,1407.9,818.25,17292,2.8335
03/06/2015,1399.3,821.25,17242,2.8335
04/06/2015,1390.6,829.5,17252,2.791
05/06/2015,1384.4,819.25,17212,2.8005
08/06/2015,1387.6,833,17202,2.8045
09/06/2015,1390,835.5,16802,2.81549999999999
10/06/2015,1400.2,842.75,16862,2.8235
11/06/2015,1395,820.75,17187,2.777
12/06/2015,1394.6,809,17157,2.7845
15/06/2015,1399.6,807.25,17092,2.7515
16/06/2015,1395.3,795.5,16987,2.7435
17/06/2015,1400.7,800.5,16987,2.7245
18/06/2015,1416.1,793.75,16722,2.7085
19/06/2015,1414.6,792.25,16922,2.674
22/06/2015,1399,796,17192,2.6735
23/06/2015,1391.3,826.75,17582,2.7135
24/06/2015,1387.9,823.75,17582,2.7335
25/06/2015,1386.7,820.25,17522,2.7235
26/06/2015,1387.9,837,17507,2.731
29/06/2015,1392.9,862.25,16872,2.7375
30/06/2015,1385.9,904,16997,2.74
01/07/2015,1381.7,882.5,17162,2.7375
02/07/2015,1378.8,883.5,17297,2.761
03/07/2015,1378.8,883.5,17297,2.761
06/07/2015,1382.5,876,16952,2.6675
07/07/2015,1368.5,878.5,17182,2.6175
08/07/2015,1372.2,875,16427,2.5275
09/07/2015,1374.6,877,16612,2.675
10/07/2015,1376.2,875,16572,2.6575
13/07/2015,1371,868.25,16812,2.6705
14/07/2015,1368.3,873,17132,2.666
15/07/2015,1362.1,862,17167,2.6415
16/07/2015,1357.8,861,17272,2.6675
17/07/2015,1346.8,854.75,17352,2.6215
20/07/2015,1316,831.5,17352,2.6075
21/07/2015,1312.8,819.75,17562,2.6025
22/07/2015,1306.7,817.75,17272,2.5555
23/07/2015,1301.8,815.25,17382,2.5005
24/07/2015,1312.3,817.5,17247,2.514
27/07/2015,1307.4,798.25,17077,2.4735
28/07/2015,1308.9,801,17032,2.5315
29/07/2015,1310.4,805.75,17027,2.5475
30/07/2015,1301.2,791.5,17277,2.5275
31/07/2015,1309.2,790.75,17282,2.4765
03/08/2015,1300,793.75,17232,2.4675
04/08/2015,1301.5,797.25,17182,2.476
05/08/2015,1297.5,794.25,17322,2.4825
06/08/2015,1303.3,798.25,17377,2.4775
07/08/2015,1305.8,803,17432,2.4775
10/08/2015,1316.5,814.5,17512,2.516
11/08/2015,1322,799.5,17392,2.467
12/08/2015,1337.4,786,17062,2.476
13/08/2015,1328.6,796,17352,2.4875
14/08/2015,1329.1,793.75,17232,2.473
17/08/2015,1331.3,791.5,17352,2.4675
18/08/2015,1331,792,17282,2.4125
19/08/2015,1346.4,786.5,16952,2.40449999999999
20/08/2015,1365.7,790.25,16762,2.4075
21/08/2015,1372.9,795.75,16152,2.428
24/08/2015,1368,780.25,15132,2.38
25/08/2015,1353.3,787.75,14392,2.38749999999999
26/08/2015,1337,788,15162,2.391
27/08/2015,1338.4,776.75,15292,2.463
28/08/2015,1348,770.75,15902,2.4575
31/08/2015,1349.1,770,15562,2.464
01/09/2015,1353.2,772.75,14832,2.4195
02/09/2015,1347,766.5,14972,2.4575
03/09/2015,1338.6,751.75,14952,2.5075
04/09/2015,1335.5,750.75,14482,2.5375
07/09/2015,1335.5,750.75,14482,2.5375
08/09/2015,1335.9,760.5,14182,2.5175
09/09/2015,1321.3,760.25,15302,2.58949999999999
10/09/2015,1324.1,761,14992,2.622
11/09/2015,1322.2,764.5,14987,2.6275
14/09/2015,1322,785.25,14667,2.579
15/09/2015,1319.1,785.25,14712,2.5945
16/09/2015,1334.2,773.75,14967,2.622
17/09/2015,1345.6,767.5,15187,2.63
18/09/2015,1353.8,769.25,14827,2.5415
21/09/2015,1347.6,768.5,14827,2.5575
22/09/2015,1339.1,779.75,14827,2.4705
23/09/2015,1343.9,790,14827,2.461
24/09/2015,1366.7,779.75,14302,2.4775
25/09/2015,1361.1,790.5,14602,2.4485
28/09/2015,1346.3,792.5,14532,2.4135
29/09/2015,1343.1,786.5,13787,2.3975
30/09/2015,1331.3,786.5,14232,2.507
01/10/2015,1329.5,794.5,14527,2.5275
02/10/2015,1353.4,790.5,14512,2.4675
05/10/2015,1351.4,796.75,14902,2.526
06/10/2015,1363.1,796,15012,2.52449999999999
07/10/2015,1361.2,799.25,15222,2.5375
08/10/2015,1355.6,796,14937,2.5075
09/10/2015,1373.1,795,15257,2.5675
12/10/2015,1378,792.75,15257,2.579
13/10/2015,1383.4,792,15057,2.5675
14/10/2015,1403.1,793,14777,2.5865
15/10/2015,1398.7,785.5,14937,2.5875
16/10/2015,1392.2,778.5,15122,2.56949999999999
19/10/2015,1386.2,768.75,14957,2.5315
20/10/2015,1392.5,772.75,15037,2.534
21/10/2015,1383.1,777,15367,2.524
22/10/2015,1382.3,772.25,15282,2.5375
23/10/2015,1380.9,771.75,15642,2.5575
26/10/2015,1379,788.5,15772,2.5175
27/10/2015,1383.1,788.75,15667,2.5375
28/10/2015,1371.8,784.75,15762,2.535
29/10/2015,1371.8,790,15732,2.5175
30/10/2015,1371.8,792.25,15912,2.5075
02/11/2015,1349.7,783.25,15572,2.4805
03/11/2015,1333.5,790.75,15572,2.502
04/11/2015,1323.3,799,15727,2.5075
05/11/2015,1319.3,794.5,15972,2.4775
06/11/2015,1303.7,797.25,16092,2.4105
09/11/2015,1306.8,778,16452,2.3945
10/11/2015,1303,770.25,16532,2.3975
11/11/2015,1300.6,771,16572,2.383
12/11/2015,1299.1,769.5,16512,2.336
13/11/2015,1297.3,770.5,16462,2.332
16/11/2015,1297.6,767.75,16242,2.3175
17/11/2015,1286,760.75,16512,2.2575
18/11/2015,1286.7,761,16522,2.242
19/11/2015,1297.4,764.5,16712,2.24
20/11/2015,1291.2,762.25,16722,2.2575
23/11/2015,1285.3,764,16722,2.182
24/11/2015,1291.3,764.75,16792,2.224
25/11/2015,1286.8,765.5,16682,2.274
26/11/2015,1286.8,765.5,16682,2.274
27/11/2015,1272,760.75,16692,2.244
30/11/2015,1280.2,765,16582,2.2155
01/12/2015,1284.2,764.5,16852,2.234
02/12/2015,1268.7,755.5,16782,2.224
03/12/2015,1277.5,754,16772,2.2215
04/12/2015,1302.6,766,16292,2.242
07/12/2015,1286.9,764.5,16582,2.21
08/12/2015,1290.3,763.25,16322,2.214
09/12/2015,1288.4,769,16132,2.2295
10/12/2015,1287.2,774.25,15852,2.224
11/12/2015,1290.7,769.75,16047,2.2695
14/12/2015,1279.2,771,15677,2.2695
15/12/2015,1277.8,770.75,15392,2.254
16/12/2015,1293,764.75,15917,2.2355
17/12/2015,1265.8,762,16182,2.214
18/12/2015,1281.2,766.25,15782,2.272
21/12/2015,1293.6,767.25,15677,2.3015
22/12/2015,1288.3,763.5,15707,2.274
23/12/2015,1288.3,754.75,15707,2.294
24/12/2015,1292,755,15642,2.284
25/12/2015,1292,755,15642,2.284
28/12/2015,1284.1,755.25,15732,2.2475
29/12/2015,1283.9,758,15822,2.302
30/12/2015,1276.1,760,15867,2.3105
31/12/2015,1275.6,752.5,15867,2.304
01/01/2016,1275.6,752.5,15867,2.304
04/01/2016,1290.4,743.25,15227,2.264
05/01/2016,1294.2,743.5,15197,2.274
06/01/2016,1309.1,745.25,15027,2.254
07/01/2016,1324.7,749.5,14512,2.224
08/01/2016,1319.7,757.5,14527,2.18
11/01/2016,1311.3,749.75,14527,2.1375
12/01/2016,1305.6,757.75,13927,2.12
13/01/2016,1309.6,756,14537,2.134
14/01/2016,1292.7,747.75,14147,2.134
15/01/2016,1304.6,751.25,13987,2.124
18/01/2016,1304.6,751.25,13987,2.124
19/01/2016,1303.4,751.25,13892,2.164
20/01/2016,1316.4,749,13157,2.134
21/01/2016,1317.2,751.75,12837,2.124
22/01/2016,1313.6,752.75,13697,2.1655
25/01/2016,1325,760,14027,2.164
26/01/2016,1338.2,758.75,13497,2.2015
27/01/2016,1341.5,756.25,14007,2.22
28/01/2016,1330.5,752.25,13902,2.214
29/01/2016,1334.3,758.5,14482,2.224
01/02/2016,1345.2,753.5,14707,2.2235
02/02/2016,1345.8,752.5,14632,2.213
03/02/2016,1359.3,754.5,13997,2.224
04/02/2016,1372.3,756.5,13907,2.284
05/02/2016,1389.1,743.5,13557,2.284
08/02/2016,1406.4,737,13802,2.254
09/02/2016,1405.9,735.25,12882,2.254
10/02/2016,1413,737,12502,2.1795
11/02/2016,1463.9,739,12502,2.1765
12/02/2016,1454.6,737.25,11632,2.197
15/02/2016,1454.6,737.25,11632,2.197
16/02/2016,1416.8,742.75,12872,2.234
17/02/2016,1425.1,748.25,12572,2.232
18/02/2016,1451.7,747.75,13072,2.2365
19/02/2016,1444.1,743,12812,2.2465
22/02/2016,1424.1,745.75,12902,2.274
23/02/2016,1441.2,737,12932,2.264
24/02/2016,1446.3,733.25,12692,2.28
25/02/2016,1451.2,733.5,12962,2.254
26/02/2016,1440.6,735,13092,2.254
29/02/2016,1456.2,729.75,12762,2.2615
01/03/2016,1448.3,731,12932,2.314
02/03/2016,1457.5,726.25,13572,2.3775
03/03/2016,1479.8,727.5,13822,2.364
04/03/2016,1478.3,737.25,13832,2.447
07/03/2016,1484.3,740,13782,2.444
08/03/2016,1478.4,740,13632,2.4035
09/03/2016,1468,742,13462,2.426
10/03/2016,1488.4,742.25,13682,2.414
11/03/2016,1467,751.75,13817,2.425
14/03/2016,1452.3,751,14087,2.444
15/03/2016,1449.1,752.75,13927,2.414
16/03/2016,1479.4,752.75,13777,2.444
17/03/2016,1474.9,749.5,13782,2.4795
