WeekEnding,0
2022-08-26,-21.028817324000045
2022-09-02,-28.020316460999936
2022-09-09,-27.42469695299998
2022-09-16,-27.79173495200007
2022-09-23,-18.898331512000084
2022-09-30,-20.988868505000028
2022-10-07,-21.925576193000012
2022-10-14,-20.38341730899998
2022-10-21,-20.82674070400006
2022-10-28,-27.003982225
2022-11-04,-24.782351417000015
2022-11-11,-29.57376441400001
2022-11-18,-28.064973755999958
2022-11-25,-31.145308612999997
2022-12-02,-32.46646841700003
2022-12-09,-38.984738813000035
2022-12-16,-38.655907227000014
2022-12-23,-35.600885936000026
2022-12-30,-35.724943898999996
2023-01-06,-37.150894475000015
2023-01-13,-37.44717782399998
2023-01-20,-38.91309034600002
2023-01-27,-40.114635420999974
2023-02-03,-41.758884330000015
2023-02-10,-34.458752619999984
2023-02-17,-34.74218947200002
2023-02-24,-35.66459266100003
2023-03-03,-34.01409118599999
2023-03-10,-33.57320328300008
2023-03-17,-28.765212402000103
2023-03-24,-23.654690425999974
2023-03-31,-30.334650573999994
2023-04-07,-31.04637709499994
2023-04-14,-29.416368680000005
2023-04-21,-31.549002734999988
2023-04-28,-31.67541066299998
2023-05-05,-29.829940217000043
2023-05-12,-28.424920897999982
2023-05-19,-29.90572459300006
2023-05-26,-32.56493562499996
2023-06-02,-35.233741527999925
2023-06-09,-36.69332838099997
2023-06-16,-41.04030917500003
2023-06-23,-44.47569725399997
2023-06-30,-49.34655893
2023-07-07,-45.18265741199997
2023-07-14,-46.74560184300002
2023-07-21,-50.372922128999974
2023-07-28,-46.786960478999916
2023-08-04,-43.702612806999994
2023-08-11,-43.709160204999975
2023-08-18,-35.44878461800003
2023-08-25,-40.607329500000006
2023-09-01,-43.44407597300002
2023-09-08,-40.154593394000024
2023-09-15,-40.685984127999944
2023-09-22,-35.918594633999994
