Dates,BTC1 Curncy,BTC1 Curncy,DCR1 Curncy,DCR1 Curncy,BGCI Index,BGCI Index,XBT Curncy,XBT Curncy,XET Curncy,XET Curncy,XBI Curncy,XBI Curncy,XRP Curncy,XRP Curncy,XAD Curncy,XAD Curncy,XSO Curncy,XSO Curncy,XDG Curncy,XDG Curncy,SPXT Index,SPXT Index,XNDX Index,XNDX Index,GC1 Comdty,GC1 Comdty
,Last Price,Volume,Last Price,Volume,Last Price,Volume,Last Price,Volume,Last Price,Volume,Last Price,Volume,Last Price,Volume,Last Price,Volume,Last Price,Volume,Last Price,Volume,Last Price,Volume,Last Price,Volume,Last Price,Volume
2020-10-23,17235,1089,#N/A N/A,#N/A N/A,554.2,#N/A N/A,12942.9,#N/A N/A,409.389,#N/A N/A,30.6134,#N/A N/A,0.2543,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,7135.81,492276706,13651.65,152807887,1971.8,386
2020-10-22,17390,1460,#N/A N/A,#N/A N/A,563.97,#N/A N/A,13124.02,#N/A N/A,417.96,#N/A N/A,30.6198,#N/A N/A,0.2622,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,7111.17,550346615,13617.02,167808242,1971.1,1127
2020-10-21,16970,1626,#N/A N/A,#N/A N/A,538.94,#N/A N/A,12855.5,#N/A N/A,395.03,#N/A N/A,29.6896,#N/A N/A,0.2522,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,7073.65,517460300,13619.88,162480836,1995.2,890
2020-10-20,16205,305,#N/A N/A,#N/A N/A,506.23,#N/A N/A,11904.78,#N/A N/A,368.418,#N/A N/A,28.7818,#N/A N/A,0.2443,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,7089.06,492245323,13634.44,155301008,1981.1,367
2020-10-19,15960,319,#N/A N/A,#N/A N/A,510.5,#N/A N/A,11735.13,#N/A N/A,379.795,#N/A N/A,29.8928,#N/A N/A,0.247,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,7055.58,574726743,13583.67,184206446,1977.2,513
2020-10-16,15575,399,#N/A N/A,#N/A N/A,494.33,#N/A N/A,11319.41,#N/A N/A,366.808,#N/A N/A,29.9924,#N/A N/A,0.2397,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,7172.7,611953287,13837.99,195078681,1971.9,274
2020-10-15,15805,244,#N/A N/A,#N/A N/A,510.46,#N/A N/A,11545.26,#N/A N/A,380.43,#N/A N/A,31.2997,#N/A N/A,0.2468,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,7171.61,491315877,13892.17,158415758,1974.4,486
2020-10-14,15615,220,#N/A N/A,#N/A N/A,503.87,#N/A N/A,11393.36,#N/A N/A,377.043,#N/A N/A,30.8372,#N/A N/A,0.2489,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,7182.38,511998911,13993.49,176536695,1972.6,412
2020-10-13,15645,460,#N/A N/A,#N/A N/A,507.81,#N/A N/A,11434.88,#N/A N/A,380.235,#N/A N/A,30.6948,#N/A N/A,0.2555,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,7229.55,550320575,14107.69,200587916,1959.7,798
2020-10-12,15845,549,#N/A N/A,#N/A N/A,515.58,#N/A N/A,11568.4,#N/A N/A,387.67,#N/A N/A,30.6997,#N/A N/A,0.2562,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,7275.43,582962262,14113.45,233508766,1993.8,443
2020-10-09,15330,239,#N/A N/A,#N/A N/A,491.49,#N/A N/A,11041.96,#N/A N/A,364.01,#N/A N/A,28.3611,#N/A N/A,0.251,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,7157.92,566334825,13690.5,183135809,1991.4,974
2020-10-08,15160,400,#N/A N/A,#N/A N/A,481.58,#N/A N/A,10898.05,#N/A N/A,351.913,#N/A N/A,27.6811,#N/A N/A,0.2519,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,7095.4,512431318,13486.29,148504257,1960.5,695
2020-10-07,14915,161,#N/A N/A,#N/A N/A,470,#N/A N/A,10661.08,#N/A N/A,340.825,#N/A N/A,27.722,#N/A N/A,0.2481,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,7036.91,537482963,13430.36,168247620,1956.3,435
2020-10-06,14835,456,#N/A N/A,#N/A N/A,467.39,#N/A N/A,10549.5,#N/A N/A,337.4,#N/A N/A,27.7032,#N/A N/A,0.2422,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6916.4,621769280,13182.94,194980500,1974.3,1049
2020-10-05,14995,338,#N/A N/A,#N/A N/A,476.51,#N/A N/A,10741.28,#N/A N/A,352.045,#N/A N/A,28.5982,#N/A N/A,0.2504,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,7014.23,551280001,13435.99,163149294,1985.6,655
2020-10-02,14740,580,#N/A N/A,#N/A N/A,463.65,#N/A N/A,10547.65,#N/A N/A,346.74,#N/A N/A,27.3135,#N/A N/A,0.2331,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6889.65,585678771,13140.2,204896864,1973.3,808
2020-10-01,14850,911,#N/A N/A,#N/A N/A,471.38,#N/A N/A,10606.06,#N/A N/A,351.76,#N/A N/A,27.4532,#N/A N/A,0.2372,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6956.2,587527756,13522.54,191996174,1981.8,753
2020-09-30,14965,5671,#N/A N/A,#N/A N/A,476.66,#N/A N/A,10706.95,#N/A N/A,356.745,#N/A N/A,29.325,#N/A N/A,0.2392,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6918.83,776233965,13328.02,262999790,1960.8,600
2020-09-29,15010,4764,#N/A N/A,#N/A N/A,478.52,#N/A N/A,10756.95,#N/A N/A,357.75,#N/A N/A,28.8241,#N/A N/A,0.2413,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6861.96,455834230,13217,166136018,1967.6,3283
2020-09-28,15155,4100,#N/A N/A,#N/A N/A,484.91,#N/A N/A,10871.25,#N/A N/A,362.925,#N/A N/A,26.9769,#N/A N/A,0.2452,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6894.27,592684570,13264.7,216667932,1946.1,10455
2020-09-25,15020,6120,#N/A N/A,#N/A N/A,477.3,#N/A N/A,10717.46,#N/A N/A,354.94,#N/A N/A,24.6637,#N/A N/A,0.2424,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6784.95,545375720,13015.72,201852161,1931.1,10591
2020-09-24,14920,4089,#N/A N/A,#N/A N/A,467.61,#N/A N/A,10631.74,#N/A N/A,345.76,#N/A N/A,24.5516,#N/A N/A,0.2313,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6678.04,596712630,12718.47,223850918,1942.2,19908
2020-09-23,14540,3309,#N/A N/A,#N/A N/A,449.58,#N/A N/A,10224.14,#N/A N/A,322.965,#N/A N/A,22.8108,#N/A N/A,0.2236,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6657.82,683970004,12644.71,246044443,1933.8,18934
2020-09-22,14760,1210,#N/A N/A,#N/A N/A,463.08,#N/A N/A,10516.06,#N/A N/A,344.875,#N/A N/A,24.0392,#N/A N/A,0.2326,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6819.08,662841236,13056.78,223108011,1972.6,11151
2020-09-21,14755,1692,#N/A N/A,#N/A N/A,463.6,#N/A N/A,10479.79,#N/A N/A,346.485,#N/A N/A,23.0121,#N/A N/A,0.2321,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6748.08,864396886,12816.16,277044455,1975.4,18211
2020-09-18,15165,358,#N/A N/A,#N/A N/A,495.1,#N/A N/A,10890.68,#N/A N/A,380.34,#N/A N/A,27.6608,#N/A N/A,0.2489,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6826.72,1873495751,12764.2,537504898,2026.5,6753
2020-09-17,15230,810,#N/A N/A,#N/A N/A,505.09,#N/A N/A,10937.41,#N/A N/A,392.58,#N/A N/A,27.088,#N/A N/A,0.2537,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6903.82,774823903,12932.23,271310681,2014.6,12103
2020-09-16,15290,647,#N/A N/A,#N/A N/A,489.09,#N/A N/A,10998.05,#N/A N/A,365.825,#N/A N/A,27.8436,#N/A N/A,0.2448,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6962.29,763615740,13126.71,234056949,2035.3,11668
2020-09-15,15085,581,#N/A N/A,#N/A N/A,485.8,#N/A N/A,10867.34,#N/A N/A,365.87,#N/A N/A,27.101,#N/A N/A,0.244,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6994.33,601889138,13349.95,216915896,2031.3,18095
2020-09-14,14975,575,#N/A N/A,#N/A N/A,489.05,#N/A N/A,10694.29,#N/A N/A,376.528,#N/A N/A,31.1397,#N/A N/A,0.2465,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6957.91,625988210,13161.92,220696694,2028,6698
2020-09-11,14615,454,#N/A N/A,#N/A N/A,479.3,#N/A N/A,10329.82,#N/A N/A,368.645,#N/A N/A,24.4041,#N/A N/A,0.2429,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6868.22,613821897,12938.36,221514217,2012.8,8089
2020-09-10,14600,751,#N/A N/A,#N/A N/A,475.58,#N/A N/A,10307.29,#N/A N/A,365.993,#N/A N/A,24.0496,#N/A N/A,0.2424,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6864.23,659201244,13016.23,250162012,2029.3,11348
2020-09-09,14595,327,#N/A N/A,#N/A N/A,471.52,#N/A N/A,10259.62,#N/A N/A,353.77,#N/A N/A,24.4928,#N/A N/A,0.2404,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6986.76,677126691,13297.79,267441851,2020.1,8346
2020-09-08,14285,1235,#N/A N/A,#N/A N/A,453.12,#N/A N/A,10016.81,#N/A N/A,335.76,#N/A N/A,22.7317,#N/A N/A,0.2347,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6848.42,838806293,12915.53,339304690,2008.4,15621
2020-09-07,14900,1175,#N/A N/A,#N/A N/A,500.21,#N/A N/A,10154.11,#N/A N/A,345.563,#N/A N/A,22.293,#N/A N/A,0.239,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,7043.62,795277481,13561.84,365119860,1999.5,10623
2020-09-04,14900,1175,#N/A N/A,#N/A N/A,500.21,#N/A N/A,10606.46,#N/A N/A,391.85,#N/A N/A,19.7199,#N/A N/A,0.2568,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,7043.62,795277481,13561.84,365119860,1999.5,10623
2020-09-03,14990,934,#N/A N/A,#N/A N/A,511.73,#N/A N/A,10785.86,#N/A N/A,406.48,#N/A N/A,19.8131,#N/A N/A,0.265,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,7101.38,821258406,13735.98,361207072,2003.5,8935
2020-09-02,15755,747,#N/A N/A,#N/A N/A,545.71,#N/A N/A,11375.47,#N/A N/A,436.615,#N/A N/A,24.1048,#N/A N/A,0.276,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,7358.49,655400187,14491.79,273809560,2010.2,10835
2020-09-01,16375,511,#N/A N/A,#N/A N/A,587.66,#N/A N/A,12022.35,#N/A N/A,482.55,#N/A N/A,24.4785,#N/A N/A,0.2942,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,7246.37,557623840,14341.98,228249274,2044.1,10949
2020-08-31,16135,4865,#N/A N/A,#N/A N/A,558.82,#N/A N/A,11678.6,#N/A N/A,432.6,#N/A N/A,21.528,#N/A N/A,0.2803,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,7192.11,765493717,14129.18,299485511,2043.8,158
2020-08-28,15930,7783,#N/A N/A,#N/A N/A,528.59,#N/A N/A,11502.58,#N/A N/A,394.4,#N/A N/A,22.516,#N/A N/A,0.2712,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,7207.1,526053775,13995.07,166537272,2040.8,778
2020-08-27,15640,4740,#N/A N/A,#N/A N/A,510.73,#N/A N/A,11267.05,#N/A N/A,379.93,#N/A N/A,22.7709,#N/A N/A,0.2618,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,7158.18,534303737,13913.54,181669081,1998.5,2303
2020-08-26,15930,2732,#N/A N/A,#N/A N/A,528.63,#N/A N/A,11513.5,#N/A N/A,389.752,#N/A N/A,22.1115,#N/A N/A,0.2784,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,7145.77,484306018,13966.12,182341113,2017.9,3289
2020-08-25,15740,2883,#N/A N/A,#N/A N/A,520.37,#N/A N/A,11265.47,#N/A N/A,377.84,#N/A N/A,21.0863,#N/A N/A,0.2737,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,7073.6,460443965,13674.04,154251394,1988.7,1662
2020-08-24,16240,2090,#N/A N/A,#N/A N/A,548.88,#N/A N/A,11731.2,#N/A N/A,401.775,#N/A N/A,19.0258,#N/A N/A,0.2874,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,7048.17,553925029,13562.49,178487027,2004.8,1410
2020-08-21,16160,1558,#N/A N/A,#N/A N/A,544.16,#N/A N/A,11621.41,#N/A N/A,395.265,#N/A N/A,20.9598,#N/A N/A,0.2819,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6977.27,571644034,13479.59,191359271,2012.2,1733
2020-08-20,16355,734,#N/A N/A,#N/A N/A,558.61,#N/A N/A,11863.08,#N/A N/A,416.485,#N/A N/A,21.4905,#N/A N/A,0.2914,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6952.92,460783572,13388.46,159126919,2011.6,2068
2020-08-19,16145,1046,#N/A N/A,#N/A N/A,541.56,#N/A N/A,11715.31,#N/A N/A,404.51,#N/A N/A,21.5322,#N/A N/A,0.2858,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6930.8,503452702,13203.44,166227954,2036.7,2832
2020-08-18,16490,1310,#N/A N/A,#N/A N/A,576.95,#N/A N/A,12030.11,#N/A N/A,427.608,#N/A N/A,22.0961,#N/A N/A,0.3084,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6960.3,453925232,13293.47,147197863,2077.8,1697
2020-08-17,16925,1010,#N/A N/A,#N/A N/A,597.06,#N/A N/A,12327.23,#N/A N/A,438.653,#N/A N/A,22.9221,#N/A N/A,0.3258,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6943.22,489813809,13164.18,156893323,2063.3,1772
2020-08-14,16340,938,#N/A N/A,#N/A N/A,572.61,#N/A N/A,11770.13,#N/A N/A,439.075,#N/A N/A,22.3816,#N/A N/A,0.3045,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6924.28,430449295,13019.43,136488635,2015,1263
2020-08-13,16005,709,#N/A N/A,#N/A N/A,531.59,#N/A N/A,11615.32,#N/A N/A,410.493,#N/A N/A,19.3879,#N/A N/A,0.2844,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6924.96,472249676,13034.42,166281611,2035.5,2504
2020-08-12,16070,604,#N/A N/A,#N/A N/A,530.64,#N/A N/A,11565.95,#N/A N/A,386.395,#N/A N/A,20.4283,#N/A N/A,0.2827,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6937.44,532752781,13009.92,179249114,2013.7,4163
2020-08-11,15850,1558,#N/A N/A,#N/A N/A,524.14,#N/A N/A,11212.89,#N/A N/A,373.175,#N/A N/A,20.6126,#N/A N/A,0.2751,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6840.67,653971003,12681.42,200977772,2011.9,6160
2020-08-10,16415,908,#N/A N/A,#N/A N/A,549.37,#N/A N/A,11859.27,#N/A N/A,395.223,#N/A N/A,21.7615,#N/A N/A,0.2949,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6895.59,596039843,12925.21,172610432,2103.5,2549
2020-08-07,15990,1316,#N/A N/A,#N/A N/A,531.25,#N/A N/A,11575.83,#N/A N/A,377.89,#N/A N/A,20.9691,#N/A N/A,0.2927,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6876.65,529715837,12988.21,178300646,2090.5,4374
2020-08-06,16420,764,#N/A N/A,#N/A N/A,558.07,#N/A N/A,11851.58,#N/A N/A,396.7,#N/A N/A,22.4726,#N/A N/A,0.3073,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6870.86,539314712,13133.86,167009642,2130.8,2610
2020-08-05,16230,1248,#N/A N/A,#N/A N/A,550.12,#N/A N/A,11692.68,#N/A N/A,400.658,#N/A N/A,21.4131,#N/A N/A,0.3026,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6826.22,571356958,12966.54,153635605,2109.1,4751
2020-08-04,15780,624,#N/A N/A,#N/A N/A,535.68,#N/A N/A,11214.45,#N/A N/A,388.145,#N/A N/A,22.2016,#N/A N/A,0.2988,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6782.6,552035313,12932.86,187635009,2080.4,3913
2020-08-03,15995,787,#N/A N/A,#N/A N/A,551.07,#N/A N/A,11383.53,#N/A N/A,390.893,#N/A N/A,21.3785,#N/A N/A,0.3131,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6758.2,587010888,12884.54,188680589,2045.7,2824
2020-07-31,16000,9692,#N/A N/A,#N/A N/A,502.5,#N/A N/A,11345.63,#N/A N/A,345.61,#N/A N/A,20.6601,#N/A N/A,0.2544,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6709.81,946651266,12710.65,267091261,2044.2,2914
2020-07-30,15760,3917,#N/A N/A,#N/A N/A,491.15,#N/A N/A,11150.47,#N/A N/A,338.7,#N/A N/A,19.8574,#N/A N/A,0.249,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6658.02,545268680,12488.52,186609168,2023.7,28853
2020-07-29,15815,3530,#N/A N/A,#N/A N/A,482.2,#N/A N/A,11222.15,#N/A N/A,322.585,#N/A N/A,19.4859,#N/A N/A,0.2436,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6682.01,558845159,12426.01,183786655,2034.8,209835
2020-07-28,15605,4004,#N/A N/A,#N/A N/A,473.56,#N/A N/A,10981.18,#N/A N/A,320.083,#N/A N/A,20.1925,#N/A N/A,0.2337,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6599.97,485107250,12273.95,166803990,2026,434445
2020-07-27,15455,7719,#N/A N/A,#N/A N/A,462.37,#N/A N/A,10891.81,#N/A N/A,324.405,#N/A N/A,19.7975,#N/A N/A,0.227,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6642.89,554595790,12439.28,192358625,2012.4,428229
2020-07-24,14080,825,#N/A N/A,#N/A N/A,411.23,#N/A N/A,9629.62,#N/A N/A,286.14,#N/A N/A,19.2296,#N/A N/A,0.2053,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6594.1,573324661,12216.26,250205569,1978.9,300174
2020-07-23,14110,1118,#N/A N/A,#N/A N/A,408.58,#N/A N/A,9593.77,#N/A N/A,273.34,#N/A N/A,18.6947,#N/A N/A,0.207,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6635.04,629465030,12329.83,222627441,1971.4,418749
2020-07-22,13870,508,#N/A N/A,#N/A N/A,387.59,#N/A N/A,9377.3,#N/A N/A,245.89,#N/A N/A,18.0736,#N/A N/A,0.2007,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6717.29,549796664,12667.96,169600283,1946.5,382234
2020-07-21,13850,920,#N/A N/A,#N/A N/A,386.22,#N/A N/A,9376.53,#N/A N/A,245.48,#N/A N/A,17.7333,#N/A N/A,0.1982,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6678.74,594082165,12624.05,178367674,1925.3,271085
2020-07-20,13645,585,#N/A N/A,#N/A N/A,375.1,#N/A N/A,9175.47,#N/A N/A,236.638,#N/A N/A,17.6054,#N/A N/A,0.1956,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6667.45,543165349,12762.73,179859928,1898.8,177739
2020-07-17,13640,135,#N/A N/A,#N/A N/A,373.64,#N/A N/A,9157.69,#N/A N/A,232.675,#N/A N/A,17.3192,#N/A N/A,0.1938,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6611.86,613258826,12405.14,165050728,1891.4,167012
2020-07-16,13585,366,#N/A N/A,#N/A N/A,371.37,#N/A N/A,9103.61,#N/A N/A,232.888,#N/A N/A,17.2003,#N/A N/A,0.1921,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6592.75,516392554,12383.28,153243129,1881.7,196566
2020-07-15,13640,230,#N/A N/A,#N/A N/A,378.43,#N/A N/A,9213.7,#N/A N/A,238.165,#N/A N/A,17.7143,#N/A N/A,0.198,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6615.07,662385854,12470.94,186713672,1895.2,183055
2020-07-14,13760,287,#N/A N/A,#N/A N/A,383.36,#N/A N/A,9272.83,#N/A N/A,241.435,#N/A N/A,18.2452,#N/A N/A,0.1994,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6555.4,642171870,12456.77,212903483,1894.8,253207
2020-07-13,13720,274,#N/A N/A,#N/A N/A,379.26,#N/A N/A,9249.8,#N/A N/A,239.165,#N/A N/A,18.4255,#N/A N/A,0.1987,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6467.84,669535136,12355.02,228289165,1895.5,230398
2020-07-10,13720,99,#N/A N/A,#N/A N/A,383.44,#N/A N/A,9235.1,#N/A N/A,239.55,#N/A N/A,17.3551,#N/A N/A,0.1982,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6528.96,551891752,12627.85,160311307,1883.3,223832
2020-07-09,13710,320,#N/A N/A,#N/A N/A,382.93,#N/A N/A,9237.04,#N/A N/A,241.48,#N/A N/A,16.9507,#N/A N/A,0.2007,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6461.31,618475892,12532.6,187488329,1885.2,283371
2020-07-08,13950,441,#N/A N/A,#N/A N/A,393.4,#N/A N/A,9430.25,#N/A N/A,246.375,#N/A N/A,17.2676,#N/A N/A,0.2029,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6496.14,592628138,12429.9,160479323,1902,247500
2020-07-07,13740,85,#N/A N/A,#N/A N/A,374.52,#N/A N/A,9254.79,#N/A N/A,238.708,#N/A N/A,16.7984,#N/A N/A,0.184,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6445.59,574607294,12263.62,157574461,1891.3,221733
2020-07-06,13795,404,#N/A N/A,#N/A N/A,378.07,#N/A N/A,9277.06,#N/A N/A,238.405,#N/A N/A,16.3234,#N/A N/A,0.1864,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6516.05,620412540,12356.9,179264636,1874.9,184653
2020-07-03,13505,411,#N/A N/A,#N/A N/A,357.44,#N/A N/A,9092.7,#N/A N/A,226.868,#N/A N/A,15.2764,#N/A N/A,0.1773,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6414.16,587877738,12051.4,167958850,1871.4,186306
2020-07-02,13505,411,#N/A N/A,#N/A N/A,357.44,#N/A N/A,9082.38,#N/A N/A,226.33,#N/A N/A,15.4242,#N/A N/A,0.1745,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6414.16,587877738,12051.4,167958850,1871.4,186306
