Dates,BTC1 Curncy,BTC1 Curncy,DCR1 Curncy,DCR1 Curncy,BGCI Index,BGCI Index,XBT Curncy,XBT Curncy,XET Curncy,XET Curncy,XBI Curncy,XBI Curncy,XRP Curncy,XRP Curncy,XAD Curncy,XAD Curncy,XSO Curncy,XSO Curncy,XDG Curncy,XDG Curncy,SPXT Index,SPXT Index,XNDX Index,XNDX Index,GC1 Comdty,GC1 Comdty
,Last Price,Volume,Last Price,Volume,Last Price,Volume,Last Price,Volume,Last Price,Volume,Last Price,Volume,Last Price,Volume,Last Price,Volume,Last Price,Volume,Last Price,Volume,Last Price,Volume,Last Price,Volume,Last Price,Volume
2023-02-07,23455,706,1677.5,182,1166.54,#N/A N/A,23199.48,#N/A N/A,1667.895,#N/A N/A,332.2977,#N/A N/A,0.4018,#N/A N/A,0.3958,#N/A N/A,23.618,#N/A N/A,0.092,#N/A N/A,8879.91,675335283,15127.97,319503028,1876.5,1454
2023-02-06,23255,306,1659.5,144,1151.6,#N/A N/A,22916.21,#N/A N/A,1638.26,#N/A N/A,327.9151,#N/A N/A,0.3969,#N/A N/A,0.3877,#N/A N/A,23.0221,#N/A N/A,0.0912,#N/A N/A,8766.9,590026670,14814.48,252477541,1871.2,1593
2023-02-03,23620,525,1668.5,124,1170.77,#N/A N/A,23383.51,#N/A N/A,1657.647,#N/A N/A,329.0825,#N/A N/A,0.4107,#N/A N/A,0.4027,#N/A N/A,24.52,#N/A N/A,0.0923,#N/A N/A,8820.47,735516487,14941.88,344029351,1868.3,2596
2023-02-02,24180,487,1692.5,315,1186.87,#N/A N/A,23460.05,#N/A N/A,1637.05,#N/A N/A,323.7368,#N/A N/A,0.4094,#N/A N/A,0.3946,#N/A N/A,24.409,#N/A N/A,0.0906,#N/A N/A,8912.35,845209740,15214.71,408562078,1922.2,1871
2023-02-01,23890,328,1646.5,212,1156.4,#N/A N/A,23682.05,#N/A N/A,1635.299,#N/A N/A,317.9501,#N/A N/A,0.4133,#N/A N/A,0.3961,#N/A N/A,24.797,#N/A N/A,0.0944,#N/A N/A,8782.77,791134659,14691.33,350690934,1934.3,2188
2023-01-31,23375,3489,1598.5,3104,1128.55,#N/A N/A,22950.56,#N/A N/A,1577.458,#N/A N/A,311.4662,#N/A N/A,0.4051,#N/A N/A,0.3865,#N/A N/A,23.81,#N/A N/A,0.0951,#N/A N/A,8691.88,949382016,14380.74,317204040,1936.6,1910
2023-01-30,22950,5865,1561,5812,1101.96,#N/A N/A,22747.14,#N/A N/A,1556.831,#N/A N/A,302.5047,#N/A N/A,0.3933,#N/A N/A,0.37,#N/A N/A,23.79,#N/A N/A,0.0867,#N/A N/A,8566.28,591870717,14155.5,278949148,1930,27220
2023-01-27,23445,7950,1610.5,5229,1134.34,#N/A N/A,23092,#N/A N/A,1599.403,#N/A N/A,306.495,#N/A N/A,0.4116,#N/A N/A,0.3857,#N/A N/A,24.37,#N/A N/A,0.0874,#N/A N/A,8678.01,627301536,14456.22,344774379,1936.5,150902
2023-01-26,23460,8326,1619.5,3219,1128.87,#N/A N/A,23080.96,#N/A N/A,1603.002,#N/A N/A,304.48,#N/A N/A,0.4119,#N/A N/A,0.3799,#N/A N/A,24.393,#N/A N/A,0.0858,#N/A N/A,8656.26,609400783,14319.43,270510701,1937.1,223255
2023-01-25,23230,6778,1593,2052,1106.02,#N/A N/A,23598.24,#N/A N/A,1618.613,#N/A N/A,309.6669,#N/A N/A,0.4208,#N/A N/A,0.376,#N/A N/A,24.94,#N/A N/A,0.0874,#N/A N/A,8561.4,612496177,14038.08,259353130,1949.7,190302
2023-01-24,23380,4435,1630,1379,1120.63,#N/A N/A,22904.83,#N/A N/A,1598.965,#N/A N/A,306.98,#N/A N/A,0.4162,#N/A N/A,0.3722,#N/A N/A,23.878,#N/A N/A,0.0865,#N/A N/A,8562.87,485960316,14076.05,221491237,1942.5,201713
2023-01-23,23410,4391,1650.5,1062,1125.24,#N/A N/A,22998.16,#N/A N/A,1631.904,#N/A N/A,306.67,#N/A N/A,0.4281,#N/A N/A,0.3762,#N/A N/A,24.32,#N/A N/A,0.0885,#N/A N/A,8568.77,615965463,14106.82,289914370,1935.7,190094
2023-01-20,22570,1405,1651,756,1105.26,#N/A N/A,22318.24,#N/A N/A,1637.383,#N/A N/A,303.27,#N/A N/A,0.4103,#N/A N/A,0.3606,#N/A N/A,24.2708,#N/A N/A,0.0856,#N/A N/A,8468.15,831430861,13805.6,344165093,1935.3,165272
2023-01-19,21345,498,1562,211,1046.16,#N/A N/A,20939.64,#N/A N/A,1545.255,#N/A N/A,293.64,#N/A N/A,0.3919,#N/A N/A,0.3372,#N/A N/A,21.34,#N/A N/A,0.0812,#N/A N/A,8310.75,661096852,13421.39,260198912,1931,214246
2023-01-18,20905,837,1522,283,1025.62,#N/A N/A,20778.65,#N/A N/A,1528.143,#N/A N/A,290.53,#N/A N/A,0.3852,#N/A N/A,0.3291,#N/A N/A,21.34,#N/A N/A,0.081,#N/A N/A,8373.66,673911697,13557.57,270746721,1914.1,218967
2023-01-17,21610,1115,1587,632,1073.29,#N/A N/A,21316.08,#N/A N/A,1580.978,#N/A N/A,303.17,#N/A N/A,0.3912,#N/A N/A,0.3511,#N/A N/A,23.31,#N/A N/A,0.0837,#N/A N/A,8506.03,678250927,13732.12,262209400,1917,268368
2023-01-16,19640,631,1426,217,972.14,#N/A N/A,21133.18,#N/A N/A,1579.695,#N/A N/A,299.8961,#N/A N/A,0.388,#N/A N/A,0.3507,#N/A N/A,23.6358,#N/A N/A,0.0839,#N/A N/A,8523.32,573948029,13713.46,229496811,1928.8,247878
2023-01-13,19640,631,1426,217,972.14,#N/A N/A,19813.55,#N/A N/A,1455.193,#N/A N/A,292.93,#N/A N/A,0.3843,#N/A N/A,0.3479,#N/A N/A,18.2576,#N/A N/A,0.0825,#N/A N/A,8523.32,573948029,13713.46,229496811,1928.8,247878
2023-01-12,19255,687,1432,310,961.43,#N/A N/A,18830.98,#N/A N/A,1426.563,#N/A N/A,287.64,#N/A N/A,0.3768,#N/A N/A,0.3294,#N/A N/A,16.48,#N/A N/A,0.0799,#N/A N/A,8489.08,632425453,13616.18,265082998,1905.9,265174
2023-01-11,17670,129,1336.5,44,901.08,#N/A N/A,17560.6,#N/A N/A,1342.96,#N/A N/A,280.22,#N/A N/A,0.3702,#N/A N/A,0.3151,#N/A N/A,15.91,#N/A N/A,0.0766,#N/A N/A,8459.18,640790420,13548.35,279372580,1886,222250
2023-01-10,17585,160,1337.5,70,898.99,#N/A N/A,17466.71,#N/A N/A,1339.21,#N/A N/A,278.54,#N/A N/A,0.3525,#N/A N/A,0.3226,#N/A N/A,16.452,#N/A N/A,0.0769,#N/A N/A,8351.68,551554241,13314.58,231785128,1883.6,170514
2023-01-09,17285,340,1313.5,198,882.59,#N/A N/A,17181.34,#N/A N/A,1318.395,#N/A N/A,272,#N/A N/A,0.3476,#N/A N/A,0.3142,#N/A N/A,16.31,#N/A N/A,0.0752,#N/A N/A,8293.8,668427994,13198.93,274265748,1884.9,204550
2023-01-06,16935,224,1257.5,115,840.89,#N/A N/A,16927.86,#N/A N/A,1266.109,#N/A N/A,258.8953,#N/A N/A,0.342,#N/A N/A,0.2756,#N/A N/A,13.26,#N/A N/A,0.0722,#N/A N/A,8298.61,662209787,13117.76,315856161,1876.8,215367
2023-01-05,16885,80,1243.5,19,836.77,#N/A N/A,16844.62,#N/A N/A,1251.812,#N/A N/A,254.4204,#N/A N/A,0.3415,#N/A N/A,0.2695,#N/A N/A,13.55,#N/A N/A,0.0725,#N/A N/A,8113.15,632401697,12762.34,280141368,1847.7,188603
2023-01-04,16830,184,1241,101,833.07,#N/A N/A,16821.82,#N/A N/A,1252.443,#N/A N/A,257.05,#N/A N/A,0.3456,#N/A N/A,0.2648,#N/A N/A,13.13,#N/A N/A,0.0721,#N/A N/A,8207.42,721505963,12968.18,292431607,1866.1,198354
2023-01-03,16650,96,1197,73,815.43,#N/A N/A,16661.86,#N/A N/A,1211.055,#N/A N/A,245.7,#N/A N/A,0.3451,#N/A N/A,0.2517,#N/A N/A,13.28,#N/A N/A,0.0701,#N/A N/A,8145.6,661196995,12904.35,294522644,1853.2,212272
2023-01-02,16570,6062,1182.5,2103,794.08,#N/A N/A,16750.94,#N/A N/A,1219.18,#N/A N/A,247.85,#N/A N/A,0.3533,#N/A N/A,0.2557,#N/A N/A,11.37,#N/A N/A,0.0724,#N/A N/A,8178.02,511646744,12994.57,224710677,1833.3,95
2022-12-30,16570,6062,1182.5,2103,794.08,#N/A N/A,16579.06,#N/A N/A,1197.707,#N/A N/A,244.7,#N/A N/A,0.3437,#N/A N/A,0.2452,#N/A N/A,9.84,#N/A N/A,0.0684,#N/A N/A,8178.02,511646744,12994.57,224710677,1833.3,95
2022-12-29,16420,4264,1175.5,2519,790.73,#N/A N/A,16593.4,#N/A N/A,1194.744,#N/A N/A,244.9,#N/A N/A,0.3384,#N/A N/A,0.2412,#N/A N/A,8.406,#N/A N/A,0.0699,#N/A N/A,8198.36,466689122,13007.83,230108036,1833.1,277
2022-12-28,16430,7165,1172,3418,797.26,#N/A N/A,16517.32,#N/A N/A,1186.71,#N/A N/A,242.74,#N/A N/A,0.3595,#N/A N/A,0.2483,#N/A N/A,9.59,#N/A N/A,0.0703,#N/A N/A,8056.62,438066309,12684.49,211595682,1822.4,434
2022-12-27,16470,4684,1186.5,2378,808.85,#N/A N/A,16692.55,#N/A N/A,1210.73,#N/A N/A,243.0945,#N/A N/A,0.3698,#N/A N/A,0.2591,#N/A N/A,11.0045,#N/A N/A,0.0733,#N/A N/A,8154.57,449987371,12854.21,221265943,1829.9,216
2022-12-26,16685,3803,1199,1363,814.59,#N/A N/A,16833.01,#N/A N/A,1216.795,#N/A N/A,242.28,#N/A N/A,0.3667,#N/A N/A,0.2627,#N/A N/A,11.22,#N/A N/A,0.0747,#N/A N/A,8187.06,407580902,13047.73,191918322,1811,244
2022-12-23,16685,3803,1199,1363,814.59,#N/A N/A,16811.33,#N/A N/A,1221.575,#N/A N/A,246.1,#N/A N/A,0.3534,#N/A N/A,0.2593,#N/A N/A,11.8565,#N/A N/A,0.077,#N/A N/A,8187.06,407580902,13047.73,191918322,1811,244
2022-12-22,16610,1339,1196.5,647,813.14,#N/A N/A,16792.25,#N/A N/A,1214.759,#N/A N/A,245.05,#N/A N/A,0.3496,#N/A N/A,0.2561,#N/A N/A,11.8419,#N/A N/A,0.0768,#N/A N/A,8139.07,619178091,13012.93,306284102,1802.1,407
2022-12-21,16625,599,1192,271,809.71,#N/A N/A,16793.1,#N/A N/A,1211.757,#N/A N/A,245.4612,#N/A N/A,0.3461,#N/A N/A,0.2514,#N/A N/A,12.05,#N/A N/A,0.0733,#N/A N/A,8258.43,578914467,13345.18,238377990,1832.1,163
2022-12-20,16760,475,1196.5,274,816.42,#N/A N/A,16881.54,#N/A N/A,1216.011,#N/A N/A,250.59,#N/A N/A,0.351,#N/A N/A,0.2585,#N/A N/A,12.28,#N/A N/A,0.0746,#N/A N/A,8136.3,605329585,13151.04,264865683,1832.2,508
2022-12-19,16425,428,1156.5,183,798.19,#N/A N/A,16586.82,#N/A N/A,1175.805,#N/A N/A,243.69,#N/A N/A,0.3408,#N/A N/A,0.2556,#N/A N/A,12.1,#N/A N/A,0.0722,#N/A N/A,8127.57,666048676,13165.49,286593520,1804.6,209
2022-12-16,16720,365,1187.5,202,829.12,#N/A N/A,16837.95,#N/A N/A,1195.061,#N/A N/A,242.08,#N/A N/A,0.3636,#N/A N/A,0.2822,#N/A N/A,12.9,#N/A N/A,0.0806,#N/A N/A,8200.9,2480939005,13352.24,861781734,1807.1,430
2022-12-15,17320,466,1257.5,122,864.77,#N/A N/A,17399.63,#N/A N/A,1264.45,#N/A N/A,258.57,#N/A N/A,0.3783,#N/A N/A,0.2996,#N/A N/A,14.03,#N/A N/A,0.0846,#N/A N/A,8292.64,794832028,13472.77,325858580,1794.2,692
2022-12-14,17740,516,1296,250,888.04,#N/A N/A,17828.9,#N/A N/A,1310.665,#N/A N/A,267.6849,#N/A N/A,0.3844,#N/A N/A,0.3083,#N/A N/A,14.3465,#N/A N/A,0.0888,#N/A N/A,8503.97,750666785,13942.68,296115808,1825.1,279
2022-12-13,17675,534,1302.5,287,892.46,#N/A N/A,17762,#N/A N/A,1319.719,#N/A N/A,272.7397,#N/A N/A,0.3947,#N/A N/A,0.3117,#N/A N/A,13.7791,#N/A N/A,0.0912,#N/A N/A,8554.1,899986278,14051.92,349849934,1831.9,566
2022-12-12,17055,186,1249.5,157,858.96,#N/A N/A,17177.78,#N/A N/A,1274.949,#N/A N/A,275.05,#N/A N/A,0.3847,#N/A N/A,0.3073,#N/A N/A,13.32,#N/A N/A,0.0901,#N/A N/A,8491.86,618637066,13899.91,245999526,1798.6,307
2022-12-09,17000,198,1245,96,866.06,#N/A N/A,17113.29,#N/A N/A,1259.82,#N/A N/A,285.4152,#N/A N/A,0.3878,#N/A N/A,0.3106,#N/A N/A,13.55,#N/A N/A,0.0959,#N/A N/A,8372.26,581894582,13729.98,243970508,1817.1,497
2022-12-08,17135,343,1263.5,100,874.57,#N/A N/A,17184.1,#N/A N/A,1278.282,#N/A N/A,289.28,#N/A N/A,0.3931,#N/A N/A,0.3143,#N/A N/A,13.64,#N/A N/A,0.098,#N/A N/A,8433.9,582572156,13818.04,238618617,1807.8,558
2022-12-07,16670,196,1214,53,851.54,#N/A N/A,16830.68,#N/A N/A,1232.075,#N/A N/A,283.37,#N/A N/A,0.3827,#N/A N/A,0.3085,#N/A N/A,13.54,#N/A N/A,0.0955,#N/A N/A,8369.74,630212851,13651.03,228272129,1804.6,835
2022-12-06,16910,196,1235.5,39,865.95,#N/A N/A,16994.34,#N/A N/A,1255.785,#N/A N/A,289.0019,#N/A N/A,0.3894,#N/A N/A,0.3163,#N/A N/A,14.1019,#N/A N/A,0.0996,#N/A N/A,8385.16,645745573,13713.11,233951268,1789.1,550
2022-12-05,16810,255,1238,118,867.01,#N/A N/A,16972.24,#N/A N/A,1259.44,#N/A N/A,287.9,#N/A N/A,0.3893,#N/A N/A,0.3195,#N/A N/A,13.92,#N/A N/A,0.1014,#N/A N/A,8507.34,589437350,13994.6,229098067,1787.9,1341
2022-12-02,16975,306,1277.5,68,880.31,#N/A N/A,17014.59,#N/A N/A,1291.018,#N/A N/A,290.6306,#N/A N/A,0.3933,#N/A N/A,0.3191,#N/A N/A,13.73,#N/A N/A,0.0997,#N/A N/A,8662.23,549183011,14240.78,235129907,1816.2,1168
2022-12-01,16810,351,1253.5,103,868.1,#N/A N/A,16929.96,#N/A N/A,1276.34,#N/A N/A,291.9,#N/A N/A,0.3968,#N/A N/A,0.3144,#N/A N/A,13.4855,#N/A N/A,0.1014,#N/A N/A,8671.9,634096215,14296.83,257588193,1821.8,1265
2022-11-30,17020,8018,1280,6567,877.09,#N/A N/A,17104.5,#N/A N/A,1296.775,#N/A N/A,300.7726,#N/A N/A,0.4102,#N/A N/A,#N/A N/A,#N/A N/A,13.85,#N/A N/A,0.106,#N/A N/A,8678,1406250061,14280.64,496663539,1766.8,3339
2022-11-29,16205,4649,1193,3728,839.39,#N/A N/A,16460.7,#N/A N/A,1219.19,#N/A N/A,291.1265,#N/A N/A,0.3994,#N/A N/A,#N/A N/A,#N/A N/A,13.4151,#N/A N/A,0.102,#N/A N/A,8415.27,517449991,13654.22,197171003,1769.2,19416
2022-11-28,15930,6804,1141,4334,819.27,#N/A N/A,16196.39,#N/A N/A,1172.27,#N/A N/A,290.85,#N/A N/A,0.3881,#N/A N/A,#N/A N/A,#N/A N/A,13.356,#N/A N/A,0.0952,#N/A N/A,8427.95,602117953,13753.94,238903383,1761.1,132767
2022-11-25,16240,3599,1152.5,3113,836.06,#N/A N/A,16497.05,#N/A N/A,1198.927,#N/A N/A,299.2505,#N/A N/A,0.4075,#N/A N/A,#N/A N/A,#N/A N/A,14.18,#N/A N/A,0.0888,#N/A N/A,8560.09,234910107,13953.68,101458277,1774.8,134299
2022-11-24,16195,7688,1133,2484,832.16,#N/A N/A,16543.55,#N/A N/A,1195.681,#N/A N/A,298.11,#N/A N/A,0.3995,#N/A N/A,#N/A N/A,#N/A N/A,14.44,#N/A N/A,0.0809,#N/A N/A,8562.27,435535386,14051.81,180758491,1766.4,167770
2022-11-23,16195,7688,1133,2484,832.16,#N/A N/A,16471.9,#N/A N/A,1168.917,#N/A N/A,294.9792,#N/A N/A,0.3792,#N/A N/A,#N/A N/A,#N/A N/A,14.1532,#N/A N/A,0.0808,#N/A N/A,8562.27,435535386,14051.81,180758491,1766.4,167770
2022-11-22,15530,8037,1065,2816,800.57,#N/A N/A,16130.03,#N/A N/A,1129.64,#N/A N/A,260.6622,#N/A N/A,0.3765,#N/A N/A,#N/A N/A,#N/A N/A,11.9972,#N/A N/A,0.0779,#N/A N/A,8511.48,541739025,13915.74,217808009,1760.7,153092
2022-11-21,15305,6702,1060.5,1682,778.49,#N/A N/A,15631.95,#N/A N/A,1093.863,#N/A N/A,252.41,#N/A N/A,0.3556,#N/A N/A,#N/A N/A,#N/A N/A,11.55,#N/A N/A,0.0741,#N/A N/A,8397.23,554670309,13712.16,220392886,1760.4,166082
2022-11-18,16200,3138,1164,750,837.96,#N/A N/A,16637.36,#N/A N/A,1208.04,#N/A N/A,273.4534,#N/A N/A,0.3819,#N/A N/A,#N/A N/A,#N/A N/A,13.2098,#N/A N/A,0.0843,#N/A N/A,8429.01,658595061,13858.45,247655752,1775.2,137327
2022-11-17,16230,1852,1156.5,403,838.51,#N/A N/A,16680.76,#N/A N/A,1205.615,#N/A N/A,267.5875,#N/A N/A,0.3824,#N/A N/A,#N/A N/A,#N/A N/A,13.62,#N/A N/A,0.0848,#N/A N/A,8388.84,560693716,13858.26,235016488,1783.8,169097
2022-11-16,16020,948,1157.5,720,839.98,#N/A N/A,16531.47,#N/A N/A,1205.705,#N/A N/A,270,#N/A N/A,0.3729,#N/A N/A,#N/A N/A,#N/A N/A,14.1761,#N/A N/A,0.0849,#N/A N/A,8413.09,627011652,13884.46,253911484,1796.6,200755
2022-11-15,16450,1659,1206,268,863.19,#N/A N/A,16890.18,#N/A N/A,1245.573,#N/A N/A,274.4509,#N/A N/A,0.387,#N/A N/A,#N/A N/A,#N/A N/A,14.25,#N/A N/A,0.0865,#N/A N/A,8481.14,714032354,14083.29,291184656,1797.6,283019
2022-11-14,15760,658,1157.5,318,832.83,#N/A N/A,16385.41,#N/A N/A,1226.022,#N/A N/A,274.7319,#N/A N/A,0.3724,#N/A N/A,#N/A N/A,#N/A N/A,13.93,#N/A N/A,0.0853,#N/A N/A,8407.25,673077472,13881.36,272585234,1797.7,191347
2022-11-11,15735,1296,1168,432,866.35,#N/A N/A,16757.37,#N/A N/A,1266.42,#N/A N/A,285.5591,#N/A N/A,0.375,#N/A N/A,#N/A N/A,#N/A N/A,15.78,#N/A N/A,0.0826,#N/A N/A,8481.13,760721714,14017.46,318658699,1790.2,227044
2022-11-10,17625,1933,1276.5,968,925.46,#N/A N/A,17807.64,#N/A N/A,1321.465,#N/A N/A,304.0469,#N/A N/A,0.397,#N/A N/A,#N/A N/A,#N/A N/A,18.0455,#N/A N/A,0.0884,#N/A N/A,8403.48,927953225,13767.1,452156021,1774.5,305717
2022-11-09,15535,2681,1114,1701,819.48,#N/A N/A,15731.3,#N/A N/A,1105.965,#N/A N/A,264.1,#N/A N/A,0.3326,#N/A N/A,#N/A N/A,#N/A N/A,12.8036,#N/A N/A,0.0719,#N/A N/A,7961.52,667333976,12808.17,296474136,1734.5,239645
2022-11-08,18015,3384,1289.5,1750,942.45,#N/A N/A,18698.63,#N/A N/A,1336.59,#N/A N/A,318.775,#N/A N/A,0.4047,#N/A N/A,#N/A N/A,#N/A N/A,23.7027,#N/A N/A,0.0883,#N/A N/A,8128.7,646743771,13116.48,263700078,1736.8,297618
2022-11-07,20790,681,1589,122,1116.47,#N/A N/A,20683.87,#N/A N/A,1575.655,#N/A N/A,338.0482,#N/A N/A,0.4705,#N/A N/A,#N/A N/A,#N/A N/A,30.971,#N/A N/A,0.1141,#N/A N/A,8083.38,650238172,13018.27,266439609,1701.3,187589
2022-11-04,21075,984,1636,175,1129.45,#N/A N/A,21135.44,#N/A N/A,1646.05,#N/A N/A,354.9552,#N/A N/A,0.4977,#N/A N/A,#N/A N/A,#N/A N/A,33.64,#N/A N/A,0.1268,#N/A N/A,8006.24,761563917,12875.99,353096162,1697.4,293521
2022-11-03,20210,475,1531,157,1061.44,#N/A N/A,20238.8,#N/A N/A,1540.765,#N/A N/A,329.8,#N/A N/A,0.4579,#N/A N/A,#N/A N/A,#N/A N/A,31.2478,#N/A N/A,0.1288,#N/A N/A,7897.01,716136387,12673.87,313412246,1651.7,254699
2022-11-02,20195,657,1523.5,270,1049.95,#N/A N/A,20175.79,#N/A N/A,1511.405,#N/A N/A,318.0473,#N/A N/A,0.4512,#N/A N/A,#N/A N/A,#N/A N/A,30.32,#N/A N/A,0.1261,#N/A N/A,7980.47,818922185,12929.48,342767006,1670.8,220926
2022-11-01,20405,230,1566,77,1070.6,#N/A N/A,20479.4,#N/A N/A,1575.592,#N/A N/A,324.625,#N/A N/A,0.4644,#N/A N/A,#N/A N/A,#N/A N/A,32.3402,#N/A N/A,0.1393,#N/A N/A,8185.07,656134881,13383.07,259332038,1670.5,197976
2022-10-31,20305,7208,1551.5,4694,1068.99,#N/A N/A,20405.66,#N/A N/A,1564.958,#N/A N/A,328.426,#N/A N/A,0.4566,#N/A N/A,#N/A N/A,#N/A N/A,32.5799,#N/A N/A,0.1244,#N/A N/A,8218.7,846805519,13521.31,304257336,1661.5,522
2022-10-28,20605,8559,1547.5,5000,1067.05,#N/A N/A,20635.82,#N/A N/A,1560.858,#N/A N/A,299.6,#N/A N/A,0.4713,#N/A N/A,#N/A N/A,#N/A N/A,32.35,#N/A N/A,0.0847,#N/A N/A,8280.11,743160632,13688.04,356118581,1665.2,626
2022-10-27,20645,8249,1551.5,3379,1066.06,#N/A N/A,20399.52,#N/A N/A,1527.79,#N/A N/A,286.75,#N/A N/A,0.4662,#N/A N/A,#N/A N/A,#N/A N/A,31.0325,#N/A N/A,0.08,#N/A N/A,8080.32,831854609,13266.27,345056374,1685.9,2298
2022-10-26,20715,7878,1547,4013,1066.03,#N/A N/A,20752.38,#N/A N/A,1553.682,#N/A N/A,289.75,#N/A N/A,0.4669,#N/A N/A,#N/A N/A,#N/A N/A,31.2994,#N/A N/A,0.0718,#N/A N/A,8129.62,760715393,13519.73,333145406,1690,315
2022-10-25,20215,7316,1475.5,2593,1040.78,#N/A N/A,20189.29,#N/A N/A,1473.98,#N/A N/A,287.3197,#N/A N/A,0.4617,#N/A N/A,#N/A N/A,#N/A N/A,30.9695,#N/A N/A,0.0626,#N/A N/A,8190.02,705721791,13832.54,277191962,1678.9,592
2022-10-24,19235,4741,1324,1503,962.14,#N/A N/A,19382.19,#N/A N/A,1351.228,#N/A N/A,273.29,#N/A N/A,0.4589,#N/A N/A,#N/A N/A,#N/A N/A,28.495,#N/A N/A,0.0595,#N/A N/A,8058.88,677220105,13548.38,280999325,1674.8,152
2022-10-21,19065,1608,1284,753,941.27,#N/A N/A,19181.79,#N/A N/A,1302.738,#N/A N/A,269.7875,#N/A N/A,0.4531,#N/A N/A,#N/A N/A,#N/A N/A,28.2186,#N/A N/A,0.0593,#N/A N/A,7964.25,902210712,13406.23,324167754,1677.1,639
2022-10-20,18925,1166,1265,554,933.51,#N/A N/A,19030.39,#N/A N/A,1282.135,#N/A N/A,268.6271,#N/A N/A,0.437,#N/A N/A,#N/A N/A,#N/A N/A,28.2009,#N/A N/A,0.0595,#N/A N/A,7779.53,676528338,13093.75,241639011,1657.4,497
2022-10-19,19110,438,1278,188,951.55,#N/A N/A,19196.47,#N/A N/A,1294.55,#N/A N/A,273.375,#N/A N/A,0.4617,#N/A N/A,#N/A N/A,#N/A N/A,29.6325,#N/A N/A,0.0596,#N/A N/A,7840.99,622566954,13160.92,224405176,1654.6,296
2022-10-18,19090,1030,1281.5,208,952.04,#N/A N/A,19367.71,#N/A N/A,1314.37,#N/A N/A,273.31,#N/A N/A,0.4678,#N/A N/A,#N/A N/A,#N/A N/A,30.31,#N/A N/A,0.0594,#N/A N/A,7893.68,678666508,13213.5,246862576,1676.3,723
2022-10-17,19405,535,1306,176,967.45,#N/A N/A,19529.38,#N/A N/A,1330.04,#N/A N/A,274.15,#N/A N/A,0.4768,#N/A N/A,#N/A N/A,#N/A N/A,30.89,#N/A N/A,0.0598,#N/A N/A,7804.33,718643423,13112.51,293662329,1684.5,598
2022-10-14,19010,1411,1276.5,376,947.47,#N/A N/A,19177.31,#N/A N/A,1301.25,#N/A N/A,269.9011,#N/A N/A,0.4892,#N/A N/A,#N/A N/A,#N/A N/A,30.2525,#N/A N/A,0.0587,#N/A N/A,7602.99,736480578,12673.38,299635866,1669.3,636
2022-10-13,19240,2040,1263.5,319,949.08,#N/A N/A,19386.99,#N/A N/A,1293.82,#N/A N/A,272.1123,#N/A N/A,0.4874,#N/A N/A,#N/A N/A,#N/A N/A,30.61,#N/A N/A,0.0596,#N/A N/A,7786.96,840635099,13078.19,355278010,1697.4,317
2022-10-12,19005,466,1276,87,953.05,#N/A N/A,19169.43,#N/A N/A,1299.016,#N/A N/A,270.4005,#N/A N/A,0.4899,#N/A N/A,#N/A N/A,#N/A N/A,31.185,#N/A N/A,0.06,#N/A N/A,7588.9,645865085,12784.28,234972635,1697.9,225
2022-10-11,18825,704,1260,215,947.81,#N/A N/A,19019.1,#N/A N/A,1281.81,#N/A N/A,269.86,#N/A N/A,0.4911,#N/A N/A,#N/A N/A,#N/A N/A,31.2625,#N/A N/A,0.0601,#N/A N/A,7613.75,726546333,12791.07,285922686,1706.5,737
2022-10-10,19050,485,1285.5,183,971.29,#N/A N/A,19241.2,#N/A N/A,1307.25,#N/A N/A,274.8875,#N/A N/A,0.5208,#N/A N/A,#N/A N/A,#N/A N/A,32.461,#N/A N/A,0.0606,#N/A N/A,7663.58,604053203,12951.82,247801811,1695.7,487
2022-10-07,19345,969,1309,230,983.54,#N/A N/A,19551.56,#N/A N/A,1331.51,#N/A N/A,283.9911,#N/A N/A,0.5141,#N/A N/A,#N/A N/A,#N/A N/A,33.0101,#N/A N/A,0.0621,#N/A N/A,7721.44,758416449,13085.17,325524827,1729.6,259
2022-10-06,19930,668,1339.5,103,1007.15,#N/A N/A,20051.13,#N/A N/A,1364,#N/A N/A,288.31,#N/A N/A,0.4998,#N/A N/A,#N/A N/A,#N/A N/A,33.7029,#N/A N/A,0.064,#N/A N/A,7943.63,648035050,13613.69,224501172,1741.1,225
2022-10-05,20040,482,1329.5,60,1008.32,#N/A N/A,19988.42,#N/A N/A,1345.43,#N/A N/A,291.72,#N/A N/A,0.4934,#N/A N/A,#N/A N/A,#N/A N/A,33.735,#N/A N/A,0.0643,#N/A N/A,8023.81,640842252,13717.26,220620130,1741.2,1037
2022-10-04,20180,756,1337,110,1011.03,#N/A N/A,20340.91,#N/A N/A,1361.963,#N/A N/A,296.01,#N/A N/A,0.4792,#N/A N/A,#N/A N/A,#N/A N/A,34.2019,#N/A N/A,0.0653,#N/A N/A,8039.25,745745604,13728.35,283006323,1751.1,807
2022-10-03,19440,1464,1298,139,979.85,#N/A N/A,19597.13,#N/A N/A,1323.77,#N/A N/A,287.0625,#N/A N/A,0.4669,#N/A N/A,#N/A N/A,#N/A N/A,33.2011,#N/A N/A,0.0603,#N/A N/A,7800,766197451,13306.72,291216278,1722.8,642
